x,y,bullet,zone
0,88,0.0,OutsidePlane
0,89,0.0,OutsidePlane
0,90,0.0,OutsidePlane
0,91,0.0,OutsidePlane
0,92,0.0,OutsidePlane
0,93,0.0,OutsidePlane
0,94,0.0,OutsidePlane
0,95,0.0,OutsidePlane
0,96,0.0,OutsidePlane
0,97,0.0,OutsidePlane
0,98,0.0,OutsidePlane
0,99,0.0,OutsidePlane
0,100,0.0,OutsidePlane
0,101,0.0,OutsidePlane
0,102,0.0,OutsidePlane
0,103,0.0,OutsidePlane
0,104,0.0,OutsidePlane
0,105,0.0,OutsidePlane
0,106,0.0,OutsidePlane
0,107,0.0,OutsidePlane
0,108,0.0,OutsidePlane
0,109,0.0,OutsidePlane
0,110,0.0,OutsidePlane
0,111,0.0,OutsidePlane
0,112,0.0,OutsidePlane
0,113,0.0,OutsidePlane
0,114,0.0,OutsidePlane
0,115,0.0,OutsidePlane
0,116,0.0,OutsidePlane
0,117,0.0,OutsidePlane
0,118,0.0,OutsidePlane
0,119,0.0,OutsidePlane
0,120,0.0,OutsidePlane
0,121,0.0,OutsidePlane
0,122,0.0,OutsidePlane
0,123,0.0,OutsidePlane
0,124,0.0,OutsidePlane
0,125,0.0,OutsidePlane
0,126,0.0,OutsidePlane
0,127,0.0,OutsidePlane
0,128,0.0,OutsidePlane
0,129,0.0,OutsidePlane
0,130,0.0,OutsidePlane
0,131,0.0,OutsidePlane
0,132,0.0,OutsidePlane
0,133,0.0,OutsidePlane
0,134,0.0,OutsidePlane
0,135,0.0,OutsidePlane
0,136,0.0,OutsidePlane
0,137,0.0,OutsidePlane
0,138,0.0,OutsidePlane
0,139,0.0,OutsidePlane
0,140,0.0,OutsidePlane
0,141,0.0,OutsidePlane
0,142,0.0,OutsidePlane
0,143,0.0,OutsidePlane
0,144,0.0,OutsidePlane
0,145,0.0,OutsidePlane
0,146,0.0,OutsidePlane
0,147,0.0,OutsidePlane
0,148,0.0,OutsidePlane
0,149,0.0,OutsidePlane
0,150,0.0,OutsidePlane
0,151,0.0,OutsidePlane
0,152,0.0,OutsidePlane
0,153,0.0,OutsidePlane
0,154,0.0,OutsidePlane
0,155,0.0,OutsidePlane
0,156,0.0,OutsidePlane
0,157,0.0,OutsidePlane
0,158,0.0,OutsidePlane
0,159,0.0,OutsidePlane
0,160,0.0,OutsidePlane
0,161,0.0,OutsidePlane
0,162,0.0,OutsidePlane
0,163,0.0,OutsidePlane
0,164,0.0,OutsidePlane
0,165,0.0,OutsidePlane
0,166,0.0,OutsidePlane
0,167,0.0,OutsidePlane
0,168,0.0,OutsidePlane
0,169,0.0,OutsidePlane
0,170,0.0,OutsidePlane
0,171,0.0,OutsidePlane
0,172,0.0,OutsidePlane
0,173,0.0,OutsidePlane
0,174,0.0,OutsidePlane
0,175,0.0,OutsidePlane
0,176,0.0,OutsidePlane
0,177,0.0,OutsidePlane
0,178,0.0,OutsidePlane
0,179,0.0,OutsidePlane
0,180,0.0,OutsidePlane
0,181,0.0,OutsidePlane
0,182,0.0,OutsidePlane
0,183,0.0,OutsidePlane
0,184,0.0,OutsidePlane
0,185,0.0,OutsidePlane
0,186,0.0,OutsidePlane
0,187,0.0,OutsidePlane
0,188,0.0,OutsidePlane
0,189,0.0,OutsidePlane
0,190,0.0,OutsidePlane
0,191,0.0,OutsidePlane
0,192,0.0,OutsidePlane
0,193,0.0,OutsidePlane
0,194,0.0,OutsidePlane
0,195,0.0,OutsidePlane
0,196,0.0,OutsidePlane
0,197,0.0,OutsidePlane
0,198,0.0,OutsidePlane
0,199,0.0,OutsidePlane
0,200,0.0,OutsidePlane
0,201,0.0,OutsidePlane
0,202,0.0,OutsidePlane
0,203,0.0,OutsidePlane
0,204,0.0,OutsidePlane
0,205,0.0,OutsidePlane
0,206,0.0,OutsidePlane
0,207,0.0,OutsidePlane
0,208,0.0,OutsidePlane
0,209,0.0,OutsidePlane
0,210,0.0,OutsidePlane
0,211,0.0,OutsidePlane
0,212,0.0,OutsidePlane
0,213,0.0,OutsidePlane
0,214,0.0,OutsidePlane
0,215,0.0,OutsidePlane
0,216,0.0,OutsidePlane
0,217,0.0,OutsidePlane
0,218,0.0,OutsidePlane
0,219,0.0,OutsidePlane
0,220,0.0,OutsidePlane
0,221,0.0,OutsidePlane
0,222,0.0,OutsidePlane
0,223,0.0,OutsidePlane
0,224,0.0,OutsidePlane
0,225,0.0,OutsidePlane
0,226,0.0,OutsidePlane
0,227,0.0,OutsidePlane
0,228,0.0,OutsidePlane
0,229,0.0,OutsidePlane
0,230,0.0,OutsidePlane
0,231,0.0,OutsidePlane
0,232,0.0,OutsidePlane
0,233,0.0,OutsidePlane
0,234,0.0,OutsidePlane
0,235,0.0,OutsidePlane
0,236,0.0,OutsidePlane
0,237,0.0,OutsidePlane
0,238,0.0,OutsidePlane
0,239,0.0,OutsidePlane
0,240,0.0,OutsidePlane
0,241,0.0,OutsidePlane
0,242,0.0,OutsidePlane
0,243,0.0,OutsidePlane
0,244,0.0,OutsidePlane
0,245,0.0,OutsidePlane
0,246,0.0,OutsidePlane
0,247,0.0,OutsidePlane
0,248,0.0,OutsidePlane
0,249,0.0,OutsidePlane
0,250,0.0,OutsidePlane
0,251,0.0,OutsidePlane
0,252,0.0,OutsidePlane
0,253,0.0,OutsidePlane
0,254,0.0,OutsidePlane
0,255,0.0,OutsidePlane
0,256,0.0,OutsidePlane
0,257,0.0,OutsidePlane
0,258,0.0,OutsidePlane
0,259,0.0,OutsidePlane
0,260,0.0,OutsidePlane
0,261,0.0,OutsidePlane
0,262,0.0,OutsidePlane
0,263,0.0,OutsidePlane
0,264,0.0,OutsidePlane
0,265,0.0,OutsidePlane
0,266,0.0,OutsidePlane
0,267,0.0,OutsidePlane
0,268,0.0,OutsidePlane
0,269,0.0,OutsidePlane
0,270,0.0,OutsidePlane
0,271,0.0,OutsidePlane
0,272,0.0,OutsidePlane
0,273,0.0,OutsidePlane
0,274,0.0,OutsidePlane
0,275,0.0,OutsidePlane
0,276,0.0,OutsidePlane
0,277,0.0,OutsidePlane
0,278,0.0,OutsidePlane
0,279,0.0,OutsidePlane
0,280,0.0,OutsidePlane
0,281,0.0,OutsidePlane
0,282,0.0,OutsidePlane
0,283,0.0,OutsidePlane
0,284,0.0,OutsidePlane
0,285,0.0,OutsidePlane
0,286,0.0,OutsidePlane
0,287,0.0,OutsidePlane
0,288,0.0,OutsidePlane
0,289,0.0,OutsidePlane
0,290,0.0,OutsidePlane
0,291,0.0,OutsidePlane
0,292,0.0,OutsidePlane
0,293,0.0,OutsidePlane
0,294,0.0,OutsidePlane
0,295,0.0,OutsidePlane
0,296,0.0,OutsidePlane
0,297,0.0,OutsidePlane
0,298,0.0,OutsidePlane
0,299,0.0,OutsidePlane
0,300,0.0,OutsidePlane
0,301,0.0,OutsidePlane
0,302,0.0,OutsidePlane
0,303,0.0,OutsidePlane
0,304,0.0,OutsidePlane
0,305,0.0,OutsidePlane
0,306,0.0,OutsidePlane
0,307,0.0,OutsidePlane
0,308,0.0,OutsidePlane
0,309,0.0,OutsidePlane
0,310,0.0,OutsidePlane
0,311,0.0,OutsidePlane
0,312,0.0,OutsidePlane
0,313,0.0,OutsidePlane
0,314,0.0,OutsidePlane
0,315,0.0,OutsidePlane
0,316,0.0,OutsidePlane
0,317,0.0,OutsidePlane
0,318,0.0,OutsidePlane
0,319,0.0,OutsidePlane
0,320,0.0,OutsidePlane
0,321,0.0,OutsidePlane
0,322,0.0,OutsidePlane
0,323,0.0,OutsidePlane
0,324,0.0,OutsidePlane
0,325,0.0,OutsidePlane
0,326,0.0,OutsidePlane
0,327,0.0,OutsidePlane
0,328,0.0,OutsidePlane
0,329,0.0,OutsidePlane
0,330,0.0,OutsidePlane
0,331,0.0,OutsidePlane
0,332,0.0,OutsidePlane
0,333,0.0,OutsidePlane
0,334,0.0,OutsidePlane
0,335,0.0,OutsidePlane
0,336,0.0,OutsidePlane
0,337,0.0,OutsidePlane
0,338,0.0,OutsidePlane
0,339,0.0,OutsidePlane
0,340,0.0,OutsidePlane
0,341,0.0,OutsidePlane
0,342,0.0,OutsidePlane
0,343,0.0,OutsidePlane
0,344,0.0,OutsidePlane
0,345,0.0,OutsidePlane
0,346,0.0,OutsidePlane
0,347,0.0,OutsidePlane
0,348,0.0,OutsidePlane
0,349,0.0,OutsidePlane
1,0,0.0,OutsidePlane
1,1,0.0,OutsidePlane
1,2,0.0,OutsidePlane
1,3,0.0,OutsidePlane
1,4,0.0,OutsidePlane
1,5,0.0,OutsidePlane
1,6,0.0,OutsidePlane
1,7,0.0,OutsidePlane
1,8,0.0,OutsidePlane
1,9,0.0,OutsidePlane
1,10,0.0,OutsidePlane
1,11,0.0,OutsidePlane
1,12,0.0,OutsidePlane
1,13,0.0,OutsidePlane
1,14,0.0,OutsidePlane
1,15,0.0,OutsidePlane
1,16,0.0,OutsidePlane
1,17,0.0,OutsidePlane
1,18,0.0,OutsidePlane
1,19,0.0,OutsidePlane
1,20,0.0,OutsidePlane
1,21,0.0,OutsidePlane
1,22,0.0,OutsidePlane
1,23,0.0,OutsidePlane
1,24,0.0,OutsidePlane
1,25,0.0,OutsidePlane
1,26,0.0,OutsidePlane
1,27,0.0,OutsidePlane
1,28,0.0,OutsidePlane
1,29,0.0,OutsidePlane
1,30,0.0,OutsidePlane
1,31,0.0,OutsidePlane
1,32,0.0,OutsidePlane
1,33,0.0,OutsidePlane
1,34,0.0,OutsidePlane
1,35,0.0,OutsidePlane
1,36,0.0,OutsidePlane
1,37,0.0,OutsidePlane
1,38,0.0,OutsidePlane
1,39,0.0,OutsidePlane
1,40,0.0,OutsidePlane
1,41,0.0,OutsidePlane
1,42,0.0,OutsidePlane
1,43,0.0,OutsidePlane
1,44,0.0,OutsidePlane
1,45,0.0,OutsidePlane
1,46,0.0,OutsidePlane
1,47,0.0,OutsidePlane
1,48,0.0,OutsidePlane
1,49,0.0,OutsidePlane
1,50,0.0,OutsidePlane
1,51,0.0,OutsidePlane
1,52,0.0,OutsidePlane
1,53,0.0,OutsidePlane
1,54,0.0,OutsidePlane
1,55,0.0,OutsidePlane
1,56,0.0,OutsidePlane
1,57,0.0,OutsidePlane
1,58,0.0,OutsidePlane
1,59,0.0,OutsidePlane
1,60,0.0,OutsidePlane
1,61,0.0,OutsidePlane
1,62,0.0,OutsidePlane
1,63,0.0,OutsidePlane
1,64,0.0,OutsidePlane
1,65,0.0,OutsidePlane
1,66,0.0,OutsidePlane
1,67,0.0,OutsidePlane
1,68,0.0,OutsidePlane
1,69,0.0,OutsidePlane
1,70,0.0,OutsidePlane
1,71,0.0,OutsidePlane
1,72,0.0,OutsidePlane
1,73,0.0,OutsidePlane
1,74,0.0,OutsidePlane
1,75,0.0,OutsidePlane
1,76,0.0,OutsidePlane
1,77,0.0,OutsidePlane
1,78,0.0,OutsidePlane
1,79,0.0,OutsidePlane
1,80,0.0,OutsidePlane
1,81,0.0,OutsidePlane
1,82,0.0,OutsidePlane
1,83,0.0,OutsidePlane
1,84,0.0,OutsidePlane
1,85,0.0,OutsidePlane
1,86,0.0,OutsidePlane
1,87,0.0,OutsidePlane
1,88,0.0,OutsidePlane
1,89,0.0,OutsidePlane
1,90,0.0,OutsidePlane
1,91,0.0,OutsidePlane
1,92,0.0,OutsidePlane
1,93,0.0,OutsidePlane
1,94,0.0,OutsidePlane
1,95,0.0,OutsidePlane
1,96,0.0,OutsidePlane
1,97,0.0,OutsidePlane
1,98,0.0,OutsidePlane
1,99,0.0,OutsidePlane
1,100,0.0,OutsidePlane
1,101,0.0,OutsidePlane
1,102,0.0,OutsidePlane
1,103,0.0,OutsidePlane
1,104,0.0,OutsidePlane
1,105,0.0,OutsidePlane
1,106,0.0,OutsidePlane
1,107,0.0,OutsidePlane
1,108,0.0,OutsidePlane
1,109,0.0,OutsidePlane
1,110,0.0,OutsidePlane
1,111,0.0,OutsidePlane
1,112,0.0,OutsidePlane
1,113,0.0,OutsidePlane
1,114,0.0,OutsidePlane
1,115,0.0,OutsidePlane
1,116,0.0,OutsidePlane
1,117,0.0,OutsidePlane
1,118,0.0,OutsidePlane
1,119,0.0,OutsidePlane
1,120,0.0,OutsidePlane
1,121,0.0,OutsidePlane
1,122,0.0,OutsidePlane
1,123,0.0,OutsidePlane
1,124,0.0,OutsidePlane
1,125,0.0,OutsidePlane
1,126,0.0,OutsidePlane
1,127,0.0,OutsidePlane
1,128,0.0,OutsidePlane
1,129,0.0,OutsidePlane
1,130,0.0,OutsidePlane
1,131,0.0,OutsidePlane
1,132,0.0,OutsidePlane
1,133,0.0,OutsidePlane
1,134,0.0,OutsidePlane
1,135,0.0,OutsidePlane
1,136,0.0,OutsidePlane
1,137,0.0,OutsidePlane
1,138,0.0,OutsidePlane
1,139,0.0,OutsidePlane
1,140,0.0,OutsidePlane
1,141,0.0,OutsidePlane
1,142,0.0,OutsidePlane
1,143,0.0,OutsidePlane
1,144,0.0,OutsidePlane
1,145,0.0,OutsidePlane
1,146,0.0,OutsidePlane
1,147,0.0,OutsidePlane
1,148,0.0,OutsidePlane
1,149,0.0,OutsidePlane
1,150,0.0,OutsidePlane
1,151,0.0,OutsidePlane
1,152,0.0,OutsidePlane
1,153,0.0,OutsidePlane
1,154,0.0,OutsidePlane
1,155,0.0,OutsidePlane
1,156,0.0,OutsidePlane
1,157,0.0,OutsidePlane
1,158,0.0,OutsidePlane
1,159,0.0,OutsidePlane
1,160,0.0,OutsidePlane
1,161,0.0,OutsidePlane
1,162,0.0,OutsidePlane
1,163,0.0,OutsidePlane
1,164,0.0,OutsidePlane
1,165,0.0,OutsidePlane
1,166,0.0,OutsidePlane
1,167,0.0,OutsidePlane
1,168,0.0,OutsidePlane
1,169,0.0,OutsidePlane
1,170,0.0,OutsidePlane
1,171,0.0,OutsidePlane
1,172,0.0,OutsidePlane
1,173,0.0,OutsidePlane
1,174,0.0,OutsidePlane
1,175,0.0,OutsidePlane
1,176,0.0,OutsidePlane
1,177,0.0,OutsidePlane
1,178,0.0,OutsidePlane
1,179,0.0,OutsidePlane
1,180,0.0,OutsidePlane
1,181,0.0,OutsidePlane
1,182,0.0,OutsidePlane
1,183,0.0,OutsidePlane
1,184,0.0,OutsidePlane
1,185,0.0,OutsidePlane
1,186,0.0,OutsidePlane
1,187,0.0,OutsidePlane
1,188,0.0,OutsidePlane
1,189,0.0,OutsidePlane
1,190,0.0,OutsidePlane
1,191,0.0,OutsidePlane
1,192,0.0,OutsidePlane
1,193,0.0,OutsidePlane
1,194,0.0,OutsidePlane
1,195,0.0,OutsidePlane
1,196,0.0,OutsidePlane
1,197,0.0,OutsidePlane
1,198,0.0,OutsidePlane
1,199,0.0,OutsidePlane
1,200,0.0,OutsidePlane
1,201,0.0,OutsidePlane
1,202,0.0,OutsidePlane
1,203,0.0,OutsidePlane
1,204,0.0,OutsidePlane
1,205,0.0,OutsidePlane
1,206,0.0,OutsidePlane
1,207,0.0,OutsidePlane
1,208,0.0,OutsidePlane
1,209,0.0,OutsidePlane
1,210,0.0,OutsidePlane
1,211,0.0,OutsidePlane
1,212,0.0,OutsidePlane
1,213,0.0,OutsidePlane
1,214,0.0,OutsidePlane
1,215,0.0,OutsidePlane
1,216,0.0,OutsidePlane
1,217,0.0,OutsidePlane
1,218,0.0,OutsidePlane
1,219,0.0,OutsidePlane
1,220,0.0,OutsidePlane
1,221,0.0,OutsidePlane
1,222,0.0,OutsidePlane
1,223,0.0,OutsidePlane
1,224,0.0,OutsidePlane
1,225,0.0,OutsidePlane
1,226,0.0,OutsidePlane
1,227,0.0,OutsidePlane
1,228,0.0,OutsidePlane
1,229,0.0,OutsidePlane
1,230,0.0,OutsidePlane
1,231,0.0,OutsidePlane
1,232,0.0,OutsidePlane
1,233,0.0,OutsidePlane
1,234,0.0,OutsidePlane
1,235,0.0,OutsidePlane
1,236,0.0,OutsidePlane
1,237,0.0,OutsidePlane
1,238,0.0,OutsidePlane
1,239,0.0,OutsidePlane
1,240,0.0,OutsidePlane
1,241,0.0,OutsidePlane
1,242,0.0,OutsidePlane
1,243,0.0,OutsidePlane
1,244,0.0,OutsidePlane
1,245,0.0,OutsidePlane
1,246,0.0,OutsidePlane
1,247,0.0,OutsidePlane
1,248,0.0,OutsidePlane
1,249,0.0,OutsidePlane
1,250,0.0,OutsidePlane
1,251,0.0,OutsidePlane
1,252,0.0,OutsidePlane
1,253,0.0,OutsidePlane
1,254,0.0,OutsidePlane
1,255,0.0,OutsidePlane
1,256,0.0,OutsidePlane
1,257,0.0,OutsidePlane
1,258,0.0,OutsidePlane
1,259,0.0,OutsidePlane
1,260,0.0,OutsidePlane
1,261,0.0,OutsidePlane
1,262,0.0,OutsidePlane
1,263,0.0,OutsidePlane
1,264,0.0,OutsidePlane
1,265,0.0,OutsidePlane
1,266,0.0,OutsidePlane
1,267,0.0,OutsidePlane
1,268,0.0,OutsidePlane
1,269,0.0,OutsidePlane
1,270,0.0,OutsidePlane
1,271,0.0,OutsidePlane
1,272,0.0,OutsidePlane
1,273,0.0,OutsidePlane
1,274,0.0,OutsidePlane
1,275,0.0,OutsidePlane
1,276,0.0,OutsidePlane
1,277,0.0,OutsidePlane
1,278,0.0,OutsidePlane
1,279,0.0,OutsidePlane
1,280,0.0,OutsidePlane
1,281,0.0,OutsidePlane
1,282,0.0,OutsidePlane
1,283,0.0,OutsidePlane
1,284,0.0,OutsidePlane
1,285,0.0,OutsidePlane
1,286,0.0,OutsidePlane
1,287,0.0,OutsidePlane
1,288,0.0,OutsidePlane
1,289,0.0,OutsidePlane
1,290,0.0,OutsidePlane
1,291,0.0,OutsidePlane
1,292,0.0,OutsidePlane
1,293,0.0,OutsidePlane
1,294,0.0,OutsidePlane
1,295,0.0,OutsidePlane
1,296,0.0,OutsidePlane
1,297,0.0,OutsidePlane
1,298,0.0,OutsidePlane
1,299,0.0,OutsidePlane
1,300,0.0,OutsidePlane
1,301,0.0,OutsidePlane
1,302,0.0,OutsidePlane
1,303,0.0,OutsidePlane
1,304,0.0,OutsidePlane
1,305,0.0,OutsidePlane
1,306,0.0,OutsidePlane
1,307,0.0,OutsidePlane
1,308,0.0,OutsidePlane
1,309,0.0,OutsidePlane
1,310,0.0,OutsidePlane
1,311,0.0,OutsidePlane
1,312,0.0,OutsidePlane
1,313,0.0,OutsidePlane
1,314,0.0,OutsidePlane
1,315,0.0,OutsidePlane
1,316,0.0,OutsidePlane
1,317,0.0,OutsidePlane
1,318,0.0,OutsidePlane
1,319,0.0,OutsidePlane
1,320,0.0,OutsidePlane
1,321,0.0,OutsidePlane
1,322,0.0,OutsidePlane
1,323,0.0,OutsidePlane
1,324,0.0,OutsidePlane
1,325,0.0,OutsidePlane
1,326,0.0,OutsidePlane
1,327,0.0,OutsidePlane
1,328,0.0,OutsidePlane
1,329,0.0,OutsidePlane
1,330,0.0,OutsidePlane
1,331,0.0,OutsidePlane
1,332,0.0,OutsidePlane
1,333,0.0,OutsidePlane
1,334,0.0,OutsidePlane
1,335,0.0,OutsidePlane
1,336,0.0,OutsidePlane
1,337,0.0,OutsidePlane
1,338,0.0,OutsidePlane
1,339,0.0,OutsidePlane
1,340,0.0,OutsidePlane
1,341,0.0,OutsidePlane
1,342,0.0,OutsidePlane
1,343,0.0,OutsidePlane
1,344,0.0,OutsidePlane
1,345,0.0,OutsidePlane
1,346,0.0,OutsidePlane
1,347,0.0,OutsidePlane
1,348,0.0,OutsidePlane
1,349,0.0,OutsidePlane
2,0,0.0,OutsidePlane
2,1,0.0,OutsidePlane
2,2,0.0,OutsidePlane
2,3,0.0,OutsidePlane
2,4,0.0,OutsidePlane
2,5,0.0,OutsidePlane
2,6,0.0,OutsidePlane
2,7,0.0,OutsidePlane
2,8,0.0,OutsidePlane
2,9,0.0,OutsidePlane
2,10,0.0,OutsidePlane
2,11,0.0,OutsidePlane
2,12,0.0,OutsidePlane
2,13,0.0,OutsidePlane
2,14,0.0,OutsidePlane
2,15,0.0,OutsidePlane
2,16,0.0,OutsidePlane
2,17,0.0,OutsidePlane
2,18,0.0,OutsidePlane
2,19,0.0,OutsidePlane
2,20,0.0,OutsidePlane
2,21,0.0,OutsidePlane
2,22,0.0,OutsidePlane
2,23,0.0,OutsidePlane
2,24,0.0,OutsidePlane
2,25,0.0,OutsidePlane
2,26,0.0,OutsidePlane
2,27,0.0,OutsidePlane
2,28,0.0,OutsidePlane
2,29,0.0,OutsidePlane
2,30,0.0,OutsidePlane
2,31,0.0,OutsidePlane
2,32,0.0,OutsidePlane
2,33,0.0,OutsidePlane
2,34,0.0,OutsidePlane
2,35,0.0,OutsidePlane
2,36,0.0,OutsidePlane
2,37,0.0,OutsidePlane
2,38,0.0,OutsidePlane
2,39,0.0,OutsidePlane
2,40,0.0,OutsidePlane
2,41,0.0,OutsidePlane
2,42,0.0,OutsidePlane
2,43,0.0,OutsidePlane
2,44,0.0,OutsidePlane
2,45,0.0,OutsidePlane
2,46,0.0,OutsidePlane
2,47,0.0,OutsidePlane
2,48,0.0,OutsidePlane
2,49,0.0,OutsidePlane
2,50,0.0,OutsidePlane
2,51,0.0,OutsidePlane
2,52,0.0,OutsidePlane
2,53,0.0,OutsidePlane
2,54,0.0,OutsidePlane
2,55,0.0,OutsidePlane
2,56,0.0,OutsidePlane
2,57,0.0,OutsidePlane
2,58,0.0,OutsidePlane
2,59,0.0,OutsidePlane
2,60,0.0,OutsidePlane
2,61,0.0,OutsidePlane
2,62,0.0,OutsidePlane
2,63,0.0,OutsidePlane
2,64,0.0,OutsidePlane
2,65,0.0,OutsidePlane
2,66,0.0,OutsidePlane
2,67,0.0,OutsidePlane
2,68,0.0,OutsidePlane
2,69,0.0,OutsidePlane
2,70,0.0,OutsidePlane
2,71,0.0,OutsidePlane
2,72,0.0,OutsidePlane
2,73,0.0,OutsidePlane
2,74,0.0,OutsidePlane
2,75,0.0,OutsidePlane
2,76,0.0,OutsidePlane
2,77,0.0,OutsidePlane
2,78,0.0,OutsidePlane
2,79,0.0,OutsidePlane
2,80,0.0,OutsidePlane
2,81,0.0,OutsidePlane
2,82,0.0,OutsidePlane
2,83,0.0,OutsidePlane
2,84,0.0,OutsidePlane
2,85,0.0,OutsidePlane
2,86,0.0,OutsidePlane
2,87,0.0,OutsidePlane
2,88,0.0,OutsidePlane
2,89,0.0,OutsidePlane
2,90,0.0,OutsidePlane
2,91,0.0,OutsidePlane
2,92,0.0,OutsidePlane
2,93,0.0,OutsidePlane
2,94,0.0,OutsidePlane
2,95,0.0,OutsidePlane
2,96,0.0,OutsidePlane
2,97,0.0,OutsidePlane
2,98,0.0,OutsidePlane
2,99,0.0,OutsidePlane
2,100,0.0,OutsidePlane
2,101,0.0,OutsidePlane
2,102,0.0,OutsidePlane
2,103,0.0,OutsidePlane
2,104,0.0,OutsidePlane
2,105,0.0,OutsidePlane
2,106,0.0,OutsidePlane
2,107,0.0,OutsidePlane
2,108,0.0,OutsidePlane
2,109,0.0,OutsidePlane
2,110,0.0,OutsidePlane
2,111,0.0,OutsidePlane
2,112,0.0,OutsidePlane
2,113,0.0,OutsidePlane
2,114,0.0,OutsidePlane
2,115,0.0,OutsidePlane
2,116,0.0,OutsidePlane
2,117,0.0,OutsidePlane
2,118,0.0,OutsidePlane
2,119,0.0,OutsidePlane
2,120,0.0,OutsidePlane
2,121,0.0,OutsidePlane
2,122,0.0,OutsidePlane
2,123,0.0,OutsidePlane
2,124,0.0,OutsidePlane
2,125,0.0,OutsidePlane
2,126,0.0,OutsidePlane
2,127,0.0,OutsidePlane
2,128,0.0,OutsidePlane
2,129,0.0,OutsidePlane
2,130,0.0,OutsidePlane
2,131,0.0,OutsidePlane
2,132,0.0,OutsidePlane
2,133,0.0,OutsidePlane
2,134,0.0,OutsidePlane
2,135,0.0,OutsidePlane
2,136,0.0,OutsidePlane
2,137,0.0,OutsidePlane
2,138,0.0,OutsidePlane
2,139,0.0,OutsidePlane
2,140,0.0,OutsidePlane
2,141,0.0,OutsidePlane
2,142,0.0,OutsidePlane
2,143,0.0,OutsidePlane
2,144,0.0,OutsidePlane
2,145,0.0,OutsidePlane
2,146,0.0,OutsidePlane
2,147,0.0,OutsidePlane
2,148,0.0,OutsidePlane
2,149,0.0,OutsidePlane
2,150,0.0,OutsidePlane
2,151,0.0,OutsidePlane
2,152,0.0,OutsidePlane
2,153,0.0,OutsidePlane
2,154,0.0,OutsidePlane
2,155,0.0,OutsidePlane
2,156,0.0,OutsidePlane
2,157,0.0,OutsidePlane
2,158,0.0,OutsidePlane
2,159,0.0,OutsidePlane
2,160,0.0,OutsidePlane
2,161,0.0,OutsidePlane
2,162,0.0,OutsidePlane
2,163,0.0,OutsidePlane
2,164,0.0,OutsidePlane
2,165,0.0,OutsidePlane
2,166,0.0,OutsidePlane
2,167,0.0,OutsidePlane
2,168,0.0,OutsidePlane
2,169,0.0,OutsidePlane
2,170,0.0,OutsidePlane
2,171,0.0,OutsidePlane
2,172,0.0,OutsidePlane
